埼玉県志木市,235302 
埼玉県和光市,395964 
埼玉県新座市,235277 
埼玉県桶川市,160079 
埼玉県久喜市,124371 
埼玉県北本市,119898 
埼玉県八潮市,184194 
埼玉県富士見市,226957 
埼玉県三郷市,185514 
埼玉県蓮田市,152008 
埼玉県坂戸市,164163 
埼玉県幸手市,74019 
埼玉県鶴ケ島市,141421 
埼玉県日高市,79987 
埼玉県吉川市,221509 
埼玉県ふじみ野市,243069 
埼玉県白岡市,125628 
埼玉県北足立郡伊奈町,149761 
埼玉県入間郡三芳町,180673 
埼玉県入間郡毛呂山町,83768 
埼玉県入間郡越生町,31915 
埼玉県比企郡滑川町,130319 
埼玉県比企郡嵐山町,61957 
埼玉県比企郡小川町,1518 
埼玉県比企郡川島町,36154 
埼玉県比企郡吉見町,54566 
埼玉県比企郡鳩山町,11626 
埼玉県比企郡ときがわ町,17080 
埼玉県児玉郡美里町,10317 
埼玉県児玉郡神川町,65000 
埼玉県児玉郡上里町,40246 
埼玉県大里郡寄居町,22392 
埼玉県南埼玉郡宮代町,116517 
埼玉県北葛飾郡杉戸町,102474 
埼玉県北葛飾郡松伏町,84444 
千葉県千葉市,202586 
千葉県市川市,359521 
千葉県船橋市,245916 
千葉県館山市,14844 
千葉県木更津市,66523 
千葉県松戸市,238700 
千葉県野田市,86718 
千葉県茂原市,67239 
千葉県成田市,94721 
千葉県佐倉市,145926 
千葉県東金市,30943 
千葉県習志野市,231246 
千葉県柏市,157422 
千葉県勝浦市,27979 
千葉県市原市,90008 
千葉県流山市,224707 
千葉県八千代市,193466 
千葉県我孫子市,177015 
千葉県鴨川市,24823 
千葉県鎌ケ谷市,111296 
千葉県君津市,19659 
千葉県富津市,50349 
千葉県浦安市,450480 
千葉県四街道市,108468 
千葉県袖ケ浦市,60580 
千葉県八街市,15016 
千葉県印西市,130448 
千葉県白井市,126954 
千葉県南房総市,16921 
千葉県香取市,26111 
千葉県山武市,20000 
千葉県いすみ市,8178 
千葉県大網白里市,46898 
千葉県印旛郡酒々井町,106960 
千葉県印旛郡栄町,47338 
千葉県香取郡神崎町,23667 
千葉県香取郡東庄町,9434 
千葉県山武郡九十九里町,27048 
千葉県長生郡長生村,42254 
千葉県長生郡白子町,36598 
千葉県夷隅郡御宿町,12242 
千葉県安房郡鋸南町,13333 
東京都千代田区,1192462 
東京都中央区,1050225 
東京都港区,1237890 
東京都新宿区,840080 
東京都文京区,870000 
東京都台東区,731322 
東京都墨田区,725066 
東京都江東区,641819 
東京都品川区,874696 
東京都目黒区,884661 
東京都大田区,622679 
東京都世田谷区,752704 
東京都渋谷区,1224014 
東京都中野区,683913 
東京都杉並区,656899 
東京都豊島区,855353 
東京都北区,540049 
東京都荒川区,513256 
東京都板橋区,591589 
東京都練馬区,513359 
東京都足立区,336394 
東京都葛飾区,387612 
東京都江戸川区,433306 
東京都八王子市,224345 
東京都立川市,502289 
東京都武蔵野市,664037 
東京都三鷹市,487401 
東京都青梅市,168354 
東京都府中市,432539 
東京都昭島市,275540 
東京都調布市,444531 
東京都町田市,247557 
東京都小金井市,443035 
東京都小平市,295716 
東京都日野市,262409 
東京都東村山市,251139 
東京都国分寺市,429494 
東京都国立市,463290 
東京都福生市,213601 
東京都狛江市,493540 
東京都東大和市,254916 
東京都清瀬市,289723 
東京都東久留米市,258005 
東京都武蔵村山市,168779 
東京都多摩市,277865 
東京都稲城市,404175 
東京都羽村市,219524 
東京都あきる野市,171407 
東京都西東京市,386981 
東京都西多摩郡瑞穂町,112761 
東京都西多摩郡日の出町,41774 
東京都西多摩郡檜原村,18919 
東京都八丈町,11250 
神奈川県横浜市,394896 
神奈川県川崎市,454847 
神奈川県相模原市,263210 
神奈川県横須賀市,197802 
神奈川県平塚市,216100 
神奈川県鎌倉市,290551 
神奈川県藤沢市,306724 
神奈川県小田原市,194420 
神奈川県茅ヶ崎市,224136 
神奈川県逗子市,249179 
神奈川県三浦市,155435 
神奈川県秦野市,97748 
神奈川県厚木市,183115 
神奈川県大和市,267661 
神奈川県伊勢原市,143874 
神奈川県海老名市,234266 
神奈川県座間市,192478 
神奈川県南足柄市,95096 
神奈川県綾瀬市,178228 
神奈川県三浦郡葉山町,299889 
神奈川県高座郡寒川町,185162 
神奈川県中郡大磯町,331404 
神奈川県中郡二宮町,86111 
神奈川県足柄上郡大井町,84597 
神奈川県足柄上郡松田町,26667 
神奈川県足柄上郡山北町,948 
神奈川県足柄下郡箱根町,14141 
神奈川県足柄下郡湯河原町,49202 
神奈川県愛甲郡愛川町,64432 
新潟県新潟市,87131 
新潟県長岡市,65854 
新潟県三条市,27501 
新潟県柏崎市,8413 
新潟県新発田市,34494 
新潟県小千谷市,12621 
新潟県加茂市,7682 
新潟県十日町市,5048 
新潟県見附市,11298 
新潟県村上市,18611 
新潟県燕市,40795 
新潟県糸魚川市,25994 
新潟県妙高市,7071 
新潟県五泉市,20031 
新潟県上越市,19203 
新潟県阿賀野市,1062 
新潟県佐渡市,10110 
新潟県魚沼市,12563 
新潟県南魚沼市,1512 
新潟県胎内市,7759 
新潟県北蒲原郡聖籠町,2064 
新潟県西蒲原郡弥彦村,17127 
新潟県東蒲原郡阿賀町,3921 
新潟県三島郡出雲崎町,4878 
新潟県中魚沼郡津南町,541 
富山県富山市,77207 
富山県高岡市,54687 
富山県魚津市,36502 
富山県氷見市,8254 
富山県滑川市,26568 
富山県黒部市,12205 
富山県砺波市,47814 
富山県小矢部市,11387 
富山県南砺市,8951 
富山県射水市,36131 
富山県中新川郡舟橋村,2778 
富山県中新川郡上市町,7480 
富山県中新川郡立山町,44979 
富山県下新川郡入善町,8667 
富山県下新川郡朝日町,13889 
石川県金沢市,106265 
石川県七尾市,1938 
石川県小松市,65239 
石川県輪島市,120 
石川県加賀市,18440 
石川県羽咋市,3114 
石川県かほく市,75812 
石川県白山市,40316 
石川県能美市,9355 
石川県野々市市,130159 
石川県河北郡津幡町,41294 
石川県河北郡内灘町,54685 
石川県羽咋郡宝達志水町,2162 
石川県鹿島郡中能登町,367 
石川県鳳珠郡穴水町,3875 
石川県鳳珠郡能登町,490 
福井県福井市,60588 
福井県敦賀市,38535 
福井県小浜市,17101 
福井県大野市,3023 
福井県勝山市,41420 
福井県鯖江市,37415 
福井県あわら市,4993 
福井県越前市,43492 
福井県坂井市,9193 
福井県吉田郡永平寺町,10000 
福井県今立郡池田町,167 
福井県南条郡南越前町,19000 
福井県丹生郡越前町,1571 
福井県三方郡美浜町,6000 
福井県大飯郡高浜町,9054 
山梨県甲府市,99053 
山梨県富士吉田市,59109 
山梨県都留市,14790 
山梨県山梨市,1011 
山梨県大月市,23011 
山梨県韮崎市,15832 
山梨県南アルプス市,54112 
山梨県北杜市,19125 
山梨県甲斐市,107055 
山梨県笛吹市,37428 
山梨県上野原市,80000 
山梨県甲州市,14363 
山梨県中央市,59994 
山梨県西八代郡市川三郷町,11904 
山梨県南巨摩郡南部町,28571 
山梨県南巨摩郡富士川町,14944 
山梨県中巨摩郡昭和町,145000 
山梨県南都留郡西桂町,90909 
山梨県南都留郡山中湖村,40000 
山梨県南都留郡鳴沢村,10256 
山梨県南都留郡富士河口湖町,23241 
長野県長野市,110769 
長野県松本市,96838 
長野県上田市,60842 
長野県岡谷市,44886 
長野県飯田市,34853 
長野県諏訪市,50304 
長野県須坂市,57665 
長野県小諸市,48221 
長野県伊那市,29402 
長野県駒ヶ根市,36292 
長野県中野市,18041 
長野県大町市,7585 
長野県飯山市,21111 
長野県茅野市,40227 
長野県塩尻市,39221 
長野県佐久市,39461 
長野県千曲市,81259 
長野県東御市,690 
長野県安曇野市,27226 
長野県南佐久郡南牧村,6480 
長野県北佐久郡軽井沢町,40025 
長野県北佐久郡御代田町,70213 
長野県北佐久郡立科町,7500 
長野県諏訪郡下諏訪町,70409 
長野県諏訪郡富士見町,9789 
長野県上伊那郡辰野町,7879 
長野県上伊那郡箕輪町,69907 
長野県上伊那郡飯島町,1590 
長野県上伊那郡南箕輪村,19523 
長野県上伊那郡中川村,40625 
長野県上伊那郡宮田村,20462 
長野県下伊那郡高森町,630 
長野県下伊那郡天龍村,820 
長野県下伊那郡大鹿村,42 
長野県木曽郡上松町,15000 
長野県木曽郡木曽町,1547 
長野県北安曇郡松川村,18696 
長野県上高井郡小布施町,27453 
長野県上高井郡高山村,2381 
長野県下高井郡野沢温泉村,20370 
長野県上水内郡信濃町,3931 
長野県上水内郡飯綱町,20976 
岐阜県岐阜市,132304 
岐阜県大垣市,64989 
岐阜県高山市,48354 
岐阜県多治見市,56143 
岐阜県関市,9154 
岐阜県中津川市,12993 
岐阜県美濃市,16594 
岐阜県瑞浪市,14903 
岐阜県羽島市,63334 
岐阜県恵那市,33333 
岐阜県美濃加茂市,63059 
岐阜県土岐市,25229 
岐阜県各務原市,84149 
岐阜県可児市,62277 
岐阜県山県市,10415 
岐阜県瑞穂市,60710 
岐阜県飛騨市,2786 
岐阜県本巣市,32867 
岐阜県郡上市,16761 
岐阜県下呂市,4073 
岐阜県海津市,10555 
岐阜県羽島郡岐南町,74490 
岐阜県羽島郡笠松町,38638 
岐阜県養老郡養老町,8088 
岐阜県不破郡垂井町,23699 
岐阜県安八郡神戸町,18889 
岐阜県安八郡安八町,21625 
岐阜県揖斐郡揖斐川町,7703 
岐阜県揖斐郡大野町,13606 
岐阜県揖斐郡池田町,28486 
岐阜県本巣郡北方町,35714 
岐阜県加茂郡坂祝町,3770 
岐阜県加茂郡富加町,1034 
岐阜県加茂郡川辺町,16667 
岐阜県加茂郡七宗町,5200 
岐阜県加茂郡八百津町,530 
岐阜県加茂郡白川町,2042 
岐阜県加茂郡東白川村,714 
岐阜県可児郡御嵩町,19673 
静岡県静岡市,183601 
静岡県浜松市,102890 
静岡県沼津市,127883 
静岡県熱海市,40400 
静岡県三島市,159908 
静岡県富士宮市,34554 
静岡県伊東市,36343 
静岡県島田市,56857 
静岡県富士市,105194 
静岡県磐田市,58163 
静岡県焼津市,84501 
静岡県掛川市,44630 
静岡県藤枝市,70517 
静岡県御殿場市,46804 
静岡県袋井市,60542 
静岡県下田市,6384 
静岡県裾野市,67583 
静岡県湖西市,67625 
静岡県伊豆市,35954 
静岡県御前崎市,3637 
静岡県菊川市,50197 
静岡県牧之原市,16058 
静岡県賀茂郡東伊豆町,41257 
静岡県賀茂郡河津町,53866 
静岡県賀茂郡南伊豆町,3372 
静岡県田方郡函南町,47536 
静岡県駿東郡清水町,130177 
静岡県駿東郡長泉町,141083 
静岡県駿東郡小山町,28073 
静岡県榛原郡吉田町,40479 
静岡県周智郡森町,14804 
愛知県名古屋市,274060 
愛知県豊橋市,149990 
愛知県岡崎市,160239 
愛知県一宮市,143124 
愛知県瀬戸市,110592 
愛知県半田市,84780 
愛知県春日井市,170551 
愛知県豊川市,135629 
愛知県津島市,81189 
愛知県碧南市,110376 
愛知県刈谷市,241995 
愛知県豊田市,146987 
愛知県安城市,215902 
愛知県西尾市,99573 
愛知県蒲郡市,91439 
愛知県犬山市,112249 
愛知県常滑市,108172 
愛知県江南市,97046 
愛知県小牧市,154115 
愛知県稲沢市,143040 
愛知県新城市,3140 
愛知県東海市,220728 
愛知県大府市,220879 
愛知県知多市,104563 
愛知県知立市,215424 
愛知県尾張旭市,219127 
愛知県高浜市,173822 
愛知県岩倉市,209328 
愛知県豊明市,157602 
愛知県日進市,175384 
愛知県田原市,30271 
愛知県愛西市,102090 
愛知県清須市,170461 
愛知県北名古屋市,188769 
愛知県弥富市,128966 
愛知県みよし市,149826 
愛知県あま市,121153 
愛知県長久手市,251700 
愛知県愛知郡東郷町,187195 
愛知県西春日井郡豊山町,144451 
愛知県丹羽郡大口町,173434 
愛知県丹羽郡扶桑町,139791 
愛知県海部郡大治町,145681 
愛知県海部郡蟹江町,161750 
愛知県海部郡飛島村,5185 
愛知県知多郡阿久比町,126957 
愛知県知多郡南知多町,78788 
愛知県知多郡美浜町,19834 
愛知県知多郡武豊町,106004 
愛知県額田郡幸田町,68898 
愛知県北設楽郡設楽町,325 
三重県津市,61190 
三重県四日市市,116790 
三重県伊勢市,46536 
三重県松阪市,54837 
三重県桑名市,93743 
三重県鈴鹿市,56250 
三重県名張市,42972 
三重県亀山市,21881 
三重県鳥羽市,25508 
三重県熊野市,38684 
三重県志摩市,20556 
三重県伊賀市,21917 
三重県桑名郡木曽岬町,37326 
三重県三重郡菰野町,75837 
三重県三重郡朝日町,32432 
三重県三重郡川越町,22264 
三重県多気郡多気町,2198 
三重県多気郡明和町,36517 
三重県度会郡玉城町,14444 
三重県度会郡度会町,570 
三重県度会郡大紀町,3882 
三重県度会郡南伊勢町,2342 
三重県北牟婁郡紀北町,8239 
三重県南牟婁郡紀宝町,31466 
滋賀県大津市,141788 
滋賀県彦根市,58758 
滋賀県長浜市,55552 
滋賀県近江八幡市,71725 
滋賀県草津市,244305 
滋賀県守山市,139730 
滋賀県栗東市,144314 
滋賀県甲賀市,28979 
滋賀県野洲市,54129 
滋賀県高島市,9207 
滋賀県東近江市,39187 
滋賀県米原市,41578 
滋賀県蒲生郡日野町,3106 
滋賀県愛知郡愛荘町,50129 
滋賀県犬上郡豊郷町,5556 
滋賀県犬上郡甲良町,321 
滋賀県犬上郡多賀町,595 
京都府京都市,333386 
京都府福知山市,69636 
京都府舞鶴市,106297 
京都府綾部市,25010 
京都府宇治市,188577 
京都府宮津市,3643 
京都府亀岡市,71583 
京都府城陽市,152942 
京都府向日市,263490 
京都府長岡京市,244881 
京都府八幡市,108996 
京都府京田辺市,199530 
京都府京丹後市,1856 
京都府南丹市,12729 
京都府木津川市,109122 
京都府乙訓郡大山崎町,282143 
京都府久世郡久御山町,198397 
京都府綴喜郡宇治田原町,62670 
京都府相楽郡和束町,11430 
京都府相楽郡精華町,150587 
京都府相楽郡南山城村,7714 
京都府船井郡京丹波町,24596 
京都府与謝郡与謝野町,15638 
大阪府大阪市,387813 
大阪府堺市,192116 
大阪府岸和田市,182667 
大阪府豊中市,284641 
大阪府池田市,216882 
大阪府吹田市,303508 
大阪府泉大津市,187796 
大阪府高槻市,255534 
大阪府貝塚市,120418 
大阪府守口市,224682 
大阪府枚方市,172510 
大阪府茨木市,261546 
大阪府八尾市,181163 
大阪府泉佐野市,138891 
大阪府富田林市,101620 
大阪府寝屋川市,157086 
大阪府河内長野市,115654 
大阪府松原市,157596 
大阪府大東市,190778 
大阪府和泉市,146458 
大阪府箕面市,210802 
大阪府柏原市,175710 
大阪府羽曳野市,117048 
大阪府門真市,165522 
大阪府摂津市,188401 
大阪府高石市,192694 
大阪府藤井寺市,152400 
大阪府東大阪市,190183 
大阪府泉南市,107743 
大阪府四條畷市,114591 
大阪府交野市,198938 
大阪府大阪狭山市,168982 
大阪府阪南市,74550 
大阪府三島郡島本町,283061 
大阪府豊能郡豊能町,79487 
大阪府豊能郡能勢町,10870 
大阪府泉北郡忠岡町,87136 
大阪府泉南郡熊取町,93548 
大阪府泉南郡田尻町,212903 
大阪府泉南郡岬町,93006 
大阪府南河内郡太子町,72623 
大阪府南河内郡河南町,44254 
大阪府南河内郡千早赤阪村,46905 
兵庫県神戸市,275689 
兵庫県姫路市,117885 
兵庫県尼崎市,280770 
兵庫県明石市,178224 
兵庫県西宮市,319232 
兵庫県洲本市,36060 
兵庫県芦屋市,400117 
兵庫県伊丹市,242361 
兵庫県相生市,45871 
兵庫県豊岡市,13621 
兵庫県加古川市,126067 
兵庫県赤穂市,63755 
兵庫県西脇市,14136 
兵庫県宝塚市,210862 
兵庫県三木市,64527 
兵庫県高砂市,95100 
兵庫県川西市,150398 
兵庫県小野市,71850 
兵庫県三田市,101422 
兵庫県加西市,11563 
兵庫県篠山市,36338 
兵庫県養父市,8027 
兵庫県丹波市,17319 
兵庫県南あわじ市,34685 
兵庫県朝来市,972 
兵庫県淡路市,47548 
兵庫県宍粟市,29398 
兵庫県加東市,107081 
兵庫県たつの市,46156 
兵庫県川辺郡猪名川町,16057 
兵庫県加古郡稲美町,5315 
兵庫県加古郡播磨町,75950 
兵庫県神崎郡福崎町,296000 
兵庫県揖保郡太子町,92905 
兵庫県赤穂郡上郡町,1063 
兵庫県佐用郡佐用町,12379 
兵庫県美方郡香美町,3952 
兵庫県美方郡新温泉町,3232 
奈良県奈良市,157314 
奈良県大和高田市,82760 
奈良県大和郡山市,99196 
奈良県天理市,91348 
奈良県橿原市,159384 
奈良県桜井市,77338 
奈良県五條市,24010 
奈良県御所市,33000 
奈良県生駒市,182813 
奈良県香芝市,82178 
奈良県葛城市,72320 
奈良県宇陀市,9140 
奈良県山辺郡山添村,6500 
奈良県生駒郡平群町,83201 
奈良県生駒郡三郷町,45021 
奈良県生駒郡斑鳩町,96533 
奈良県磯城郡川西町,81250 
奈良県磯城郡三宅町,101007 
奈良県磯城郡田原本町,76923 
奈良県宇陀郡曽爾村,636 
奈良県高市郡高取町,11063 
奈良県北葛城郡上牧町,82609 
奈良県北葛城郡王寺町,192869 
奈良県北葛城郡広陵町,119306 
奈良県北葛城郡河合町,4065 
奈良県吉野郡吉野町,46962 
奈良県吉野郡大淀町,13061 
奈良県吉野郡下市町,12035 
奈良県吉野郡黒滝村,157 
奈良県吉野郡天川村,3846 
奈良県吉野郡十津川村,525 
奈良県吉野郡川上村,15294 
奈良県吉野郡東吉野村,500 
和歌山県和歌山市,90688 
和歌山県海南市,34783 
和歌山県御坊市,37843 
和歌山県田辺市,72525 
和歌山県紀の川市,14213 
和歌山県岩出市,79525 
和歌山県西牟婁郡上富田町,90734 
和歌山県西牟婁郡すさみ町,3750 
鳥取県鳥取市,52912 
鳥取県米子市,74524 
鳥取県倉吉市,5771 
鳥取県境港市,27987 
鳥取県八頭郡若桜町,20 
鳥取県八頭郡智頭町,356 
鳥取県八頭郡八頭町,91 
鳥取県東伯郡三朝町,381 
鳥取県東伯郡湯梨浜町,21739 
鳥取県東伯郡琴浦町,4744 
鳥取県東伯郡北栄町,4685 
鳥取県西伯郡大山町,3167 
鳥取県西伯郡南部町,4836 
鳥取県西伯郡伯耆町,6320 
鳥取県日野郡江府町,2067 
島根県松江市,37261 
島根県浜田市,6046 
島根県出雲市,26761 
島根県益田市,559 
島根県大田市,1396 
島根県安来市,21368 
島根県江津市,750 
島根県仁多郡奥出雲町,758 
島根県飯石郡飯南町,59 
島根県邑智郡川本町,26087 
島根県邑智郡美郷町,909 
島根県邑智郡邑南町,207 
島根県鹿足郡吉賀町,430 
